customer_id,tenure,city_tier,preferred_payment_mode,prefered_order_cat,satisfaction_score,complain,order_count,day_since_last_order,cashback_amount,churn
51328,16.0,2,Credit Card,Mobile Phone,2,1,4,1.0,128.9,1
51329,11.0,3,UPI,Fashion,3,0,3,1.0,214.88,0
51330,7.0,2,Debit Card,Laptop & Accessory,5,0,2,9.0,229.37,0
51331,8.0,3,E wallet,Mobile Phone,3,0,4,1.0,183.23,0
51332,13.0,1,Debit Card,Laptop & Accessory,4,1,4,1.0,99.37,0
51333,3.0,1,UPI,Laptop & Accessory,3,0,4,6.0,258.11,0
51334,56.0,1,COD,Mobile Phone,3,0,5,1.0,165.2,0
51335,37.0,1,Debit Card,Fashion,4,0,1,10.0,182.36,0
51336,11.0,1,Debit Card,Mobile Phone,3,1,1,1.0,167.48,0
51337,2.0,2,Credit Card,Mobile Phone,4,0,5,2.0,206.32,1
51338,11.0,1,Debit Card,Mobile Phone,2,0,4,4.0,122.76,0
51339,1.0,1,Credit Card,Fashion,5,1,6,5.0,189.62,1
51340,0.0,1,Debit Card,Laptop & Accessory,2,0,1,4.0,156.07,1
51341,3.0,1,Credit Card,Mobile Phone,4,0,2,3.0,125.88,0
51342,6.0,1,Debit Card,Laptop & Accessory,5,0,2,0.0,222.19,0
51343,20.0,1,Debit Card,Laptop & Accessory,1,1,3,4.0,173.81,0
51344,13.0,1,Debit Card,Mobile Phone,1,0,3,7.0,223.62,0
51345,14.0,3,Credit Card,Laptop & Accessory,3,0,5,3.0,103.75,0
51346,6.0,1,Credit Card,Mobile Phone,4,0,1,2.0,209.47,0
51347,4.0,1,Debit Card,Grocery,4,0,1,1.0,148.38,0
51348,5.0,3,Credit Card,Fashion,5,0,1,2.0,178.07,0
51349,44.0,3,UPI,Fashion,3,0,2,13.0,153.04,0
51350,0.0,3,Debit Card,Mobile Phone,5,1,1,2.0,158.12,0
51351,20.0,1,E wallet,Grocery,3,0,5,7.0,220.63,0
51352,9.0,1,Credit Card,Laptop & Accessory,5,0,4,2.0,150.72,0
51353,6.0,1,Debit Card,Mobile Phone,3,0,4,1.0,288.65,1
51354,13.0,1,Debit Card,Mobile Phone,2,1,5,10.0,255.28,0
51355,7.0,3,Credit Card,Grocery,3,0,1,1.0,260.49,0
51356,21.0,1,E wallet,Laptop & Accessory,2,0,1,0.0,155.47,0
51357,23.0,1,Debit Card,Laptop & Accessory,2,1,4,2.0,188.55,0
51358,5.0,1,COD,Others,3,0,4,10.0,197.1,0
51359,3.0,1,Credit Card,Laptop & Accessory,2,0,3,1.0,139.71,0
51360,9.0,1,Debit Card,Laptop & Accessory,3,0,1,1.0,167.45,0
51361,24.0,2,Debit Card,Mobile Phone,1,1,1,6.0,167.62,0
51362,2.0,3,Debit Card,Mobile Phone,3,0,4,2.0,215.42,0
51363,10.0,3,Credit Card,Grocery,5,1,3,4.0,151.68,0
51364,10.0,1,Credit Card,Mobile Phone,3,0,4,2.0,211.73,0
51365,13.0,1,E wallet,Mobile Phone,2,0,6,18.0,193.77,0
51366,1.0,1,E wallet,Laptop & Accessory,3,0,4,10.0,166.2,0
51367,13.0,1,Debit Card,Mobile Phone,4,0,3,7.0,104.46,0
51368,24.0,3,Credit Card,Laptop & Accessory,3,0,4,6.0,148.07,1
51369,2.0,1,Debit Card,Laptop & Accessory,3,0,6,3.0,84.04,0
51370,3.0,2,Debit Card,Others,4,0,1,3.0,169.67,0
51371,36.0,1,E wallet,Laptop & Accessory,3,0,1,0.0,176.14,0
51372,2.0,1,Debit Card,Fashion,3,0,4,6.0,122.13,0
51373,19.0,1,E wallet,Grocery,1,0,5,4.0,158.42,0
51374,7.0,1,COD,Laptop & Accessory,2,0,1,1.0,164.2,0
51375,3.0,2,Credit Card,Laptop & Accessory,2,1,1,6.0,211.29,1
51376,20.0,1,Debit Card,Mobile Phone,3,0,3,4.0,212.21,0
51377,6.0,2,Debit Card,Laptop & Accessory,5,0,2,2.0,185.67,0
51378,7.0,3,Debit Card,Fashion,3,0,1,1.0,204.42,0
51379,4.0,1,Credit Card,Laptop & Accessory,3,0,4,5.0,200.11,0
51380,9.0,2,E wallet,Others,3,0,4,1.0,89.62,0
51381,2.0,1,Credit Card,Grocery,3,0,3,4.0,134.49,0
51382,5.0,2,E wallet,Grocery,3,0,3,7.0,165.65,0
51383,35.0,2,E wallet,Laptop & Accessory,5,0,1,8.0,202.09,0
51384,3.0,3,UPI,Laptop & Accessory,1,1,1,3.0,137.29,1
51385,11.0,1,Debit Card,Laptop & Accessory,4,1,3,3.0,180.0,0
51386,4.0,1,UPI,Fashion,5,1,3,4.0,185.4,0
51387,15.0,1,Credit Card,Laptop & Accessory,3,1,4,2.0,227.8,0
51388,1.0,1,Debit Card,Fashion,4,0,2,10.0,206.14,0
51389,35.0,2,COD,Mobile Phone,4,0,5,5.0,210.72,0
51390,6.0,3,COD,Mobile Phone,3,0,4,2.0,224.02,0
51391,3.0,1,Credit Card,Mobile Phone,2,0,4,1.0,179.83,0
51392,1.0,1,E wallet,Mobile Phone,2,0,3,19.0,243.49,0
51393,2.0,1,Debit Card,Laptop & Accessory,1,0,1,16.0,197.78,1
51394,7.0,1,Credit Card,Laptop & Accessory,4,1,2,1.0,147.69,1
51395,4.0,1,Debit Card,Mobile Phone,3,1,4,2.0,184.98,0
51396,18.0,1,Credit Card,Fashion,4,0,2,2.0,171.67,0
51397,6.0,2,Credit Card,Laptop & Accessory,3,0,5,2.0,283.97,0
51398,3.0,1,Debit Card,Fashion,5,1,4,2.0,116.27,0
51399,10.0,1,Credit Card,Fashion,3,0,3,0.0,99.25,0
51400,12.0,2,Debit Card,Laptop & Accessory,2,0,8,7.0,192.77,0
51401,2.0,1,Debit Card,Mobile Phone,3,0,4,4.0,136.84,0
51402,2.0,1,Debit Card,Laptop & Accessory,5,0,6,0.0,107.41,0
51403,0.0,2,Credit Card,Laptop & Accessory,3,1,3,18.0,235.6,0
51404,13.0,2,Debit Card,Fashion,3,0,3,2.0,160.96,0
51405,11.0,1,Debit Card,Others,3,0,1,10.0,183.29,0
51406,6.0,1,Debit Card,Mobile Phone,3,0,5,14.0,186.66,0
51407,19.0,3,Debit Card,Grocery,2,0,2,0.0,193.16,0
51408,16.0,2,Credit Card,Fashion,3,0,8,16.0,217.88,0
51409,9.0,1,UPI,Mobile Phone,3,0,1,2.0,195.02,0
51410,20.0,1,Debit Card,Mobile Phone,4,0,1,1.0,136.86,0
51411,2.0,1,Credit Card,Laptop & Accessory,2,0,4,4.0,206.83,0
51412,1.0,1,Debit Card,Laptop & Accessory,4,0,3,0.0,112.58,0
51413,3.0,1,Debit Card,Mobile Phone,4,1,2,2.0,148.87,0
51414,1.0,1,Debit Card,Mobile Phone,3,0,2,9.0,204.45,0
51415,8.0,1,UPI,Mobile Phone,3,1,4,8.0,184.6,1
51416,28.0,2,Credit Card,Fashion,4,1,4,18.0,154.56,0
51417,0.0,1,Credit Card,Laptop & Accessory,3,0,1,0.0,141.23,0
51418,1.0,2,Credit Card,Laptop & Accessory,3,0,4,4.0,181.29,0
51419,6.0,2,Debit Card,Mobile Phone,5,0,3,1.0,133.65,0
51420,27.0,1,UPI,Laptop & Accessory,5,0,4,12.0,282.62,0
51421,4.0,2,Debit Card,Grocery,2,0,1,0.0,211.28,0
51422,7.0,2,Debit Card,Fashion,5,1,5,13.0,189.84,0
51423,0.0,1,Debit Card,Laptop & Accessory,3,1,3,2.0,211.8,0
51424,2.0,1,Debit Card,Fashion,3,0,5,6.0,205.54,0
51425,43.0,1,Debit Card,Mobile Phone,5,0,2,3.0,204.63,0
51426,34.0,3,Credit Card,Mobile Phone,5,0,4,5.0,153.87,0
51427,0.0,1,Debit Card,Others,3,0,2,3.0,151.33,1
51428,30.0,1,Credit Card,Mobile Phone,3,0,4,6.0,137.38,0
51429,10.0,2,Debit Card,Grocery,5,0,3,1.0,211.92,0
51430,20.0,1,COD,Grocery,3,1,5,2.0,188.62,0
51431,6.0,1,Debit Card,Laptop & Accessory,3,0,2,1.0,122.43,0
51432,7.0,2,Credit Card,Laptop & Accessory,5,0,4,2.0,207.04,0
51433,7.0,1,E wallet,Mobile Phone,2,0,2,1.0,178.01,0
51434,11.0,3,Debit Card,Fashion,4,0,1,5.0,73.91,0
51435,2.0,2,Debit Card,Fashion,3,0,4,3.0,202.97,0
51436,0.0,1,Debit Card,Fashion,3,0,3,3.0,136.26,0
51437,4.0,1,Debit Card,Mobile Phone,2,0,4,10.0,187.19,0
51438,12.0,3,Debit Card,Fashion,3,1,4,5.0,258.67,0
51439,2.0,3,Credit Card,Fashion,2,0,3,4.0,103.43,0
51440,11.0,1,Credit Card,Laptop & Accessory,4,1,3,6.0,207.26,0
51441,35.0,1,Credit Card,Laptop & Accessory,4,0,5,5.0,135.99,0
51442,1.0,1,Debit Card,Mobile Phone,4,1,5,5.0,150.76,1
51443,11.0,2,UPI,Fashion,4,0,2,5.0,70.4,0
51444,6.0,2,Debit Card,Mobile Phone,2,0,1,2.0,200.83,0
51445,20.0,1,Debit Card,Laptop & Accessory,5,1,2,6.0,137.77,0
51446,2.0,3,Debit Card,Laptop & Accessory,2,0,4,4.0,181.07,0
51447,12.0,1,Debit Card,Fashion,3,0,1,8.0,209.34,0
51448,18.0,2,Credit Card,Others,4,1,4,2.0,253.55,0
51449,29.0,1,Credit Card,Others,2,1,2,4.0,247.53,0
51450,11.0,1,Credit Card,Mobile Phone,2,0,3,7.0,117.49,0
51451,7.0,1,Credit Card,Grocery,5,0,2,2.0,188.54,0
51452,10.0,1,COD,Laptop & Accessory,3,1,5,6.0,301.15,0
51453,20.0,2,Credit Card,Grocery,4,0,1,7.0,197.67,0
51454,8.0,1,Credit Card,Mobile Phone,5,0,2,4.0,194.01,1
51455,0.0,1,Debit Card,Fashion,5,1,3,1.0,200.92,0
51456,27.0,1,Debit Card,Laptop & Accessory,2,0,2,14.0,172.32,0
51457,12.0,1,Credit Card,Grocery,2,0,2,3.0,236.31,0
51458,11.0,2,Debit Card,Mobile Phone,4,0,4,10.0,165.73,0
51459,2.0,2,Credit Card,Laptop & Accessory,2,0,4,12.0,219.93,1
51460,11.0,1,Debit Card,Laptop & Accessory,4,0,2,0.0,116.7,0
51461,5.0,1,E wallet,Laptop & Accessory,3,0,7,3.0,82.15,0
51462,11.0,1,COD,Mobile Phone,4,1,2,3.0,166.05,0
51463,1.0,3,Debit Card,Laptop & Accessory,4,0,1,3.0,119.99,1
51464,11.0,3,E wallet,Mobile Phone,5,1,1,1.0,88.97,0
51465,61.0,2,UPI,Fashion,3,1,5,14.0,256.61,0
51466,0.0,3,COD,Others,4,0,4,1.0,208.8,0
51467,38.0,3,Debit Card,Laptop & Accessory,3,1,5,1.0,180.96,0
51468,5.0,3,E wallet,Laptop & Accessory,3,0,1,1.0,167.0,0
51469,20.0,1,Debit Card,Mobile Phone,1,0,2,0.0,223.62,0
51470,15.0,1,Credit Card,Laptop & Accessory,4,0,3,3.0,234.17,0
51471,8.0,1,E wallet,Grocery,5,0,3,1.0,127.08,0
51472,13.0,1,E wallet,Mobile Phone,4,1,7,3.0,156.3,1
51473,21.0,1,Debit Card,Mobile Phone,2,0,3,4.0,164.65,0
51474,5.0,1,E wallet,Laptop & Accessory,4,0,3,4.0,216.88,0
51475,4.0,1,Credit Card,Fashion,3,1,3,11.0,162.67,1
51476,11.0,1,Debit Card,Others,4,0,1,11.0,191.96,1
51477,16.0,1,Credit Card,Mobile Phone,5,1,8,5.0,168.89,0
51478,14.0,1,UPI,Others,3,0,4,4.0,220.09,0
51479,16.0,3,COD,Laptop & Accessory,1,0,5,2.0,211.81,0
51480,6.0,2,E wallet,Laptop & Accessory,3,0,2,6.0,152.75,0
51481,17.0,2,Debit Card,Others,2,0,3,1.0,136.48,0
51482,1.0,1,Debit Card,Fashion,4,0,2,2.0,129.53,1
51483,8.0,1,Debit Card,Laptop & Accessory,3,0,2,4.0,256.67,0
51484,0.0,1,Debit Card,Laptop & Accessory,1,0,3,5.0,303.61,0
51485,4.0,3,Debit Card,Mobile Phone,3,0,3,6.0,231.74,0
51486,5.0,1,Debit Card,Fashion,5,0,7,16.0,93.27,0
51487,5.0,1,Debit Card,Grocery,3,0,3,0.0,142.69,1
51488,12.0,2,UPI,Laptop & Accessory,3,0,2,5.0,136.56,0
51489,5.0,1,Credit Card,Fashion,2,1,2,4.0,162.0,0
51490,6.0,1,E wallet,Mobile Phone,3,0,4,2.0,71.36,0
51491,3.0,1,Debit Card,Mobile Phone,3,0,4,0.0,123.07,0
51492,5.0,1,Credit Card,Mobile Phone,5,0,6,6.0,257.67,0
51493,3.0,1,Debit Card,Mobile Phone,1,0,3,7.0,206.64,0
51494,1.0,1,Credit Card,Laptop & Accessory,2,1,4,1.0,179.74,1
51495,9.0,2,Credit Card,Mobile Phone,1,0,6,6.0,156.26,0
51496,11.0,3,Credit Card,Laptop & Accessory,5,0,2,0.0,157.56,0
51497,10.0,1,E wallet,Laptop & Accessory,3,1,5,1.0,202.38,0
51498,6.0,3,UPI,Laptop & Accessory,4,0,3,1.0,181.89,0
51499,5.0,1,Credit Card,Laptop & Accessory,4,0,6,17.0,135.55,1
51500,20.0,1,Debit Card,Mobile Phone,5,0,2,4.0,219.28,0
51501,7.0,1,UPI,Laptop & Accessory,1,0,6,4.0,144.65,0
51502,7.0,1,E wallet,Mobile Phone,2,0,1,20.0,229.61,0
51503,0.0,1,Credit Card,Others,4,0,3,1.0,118.16,0
51504,4.0,1,E wallet,Laptop & Accessory,4,0,2,18.0,132.69,1
51505,5.0,2,Debit Card,Laptop & Accessory,4,1,3,1.0,222.9,0
51506,5.0,1,Debit Card,Fashion,4,1,1,5.0,145.07,0
51507,9.0,1,Debit Card,Laptop & Accessory,4,0,3,7.0,240.47,0
51508,8.0,3,Debit Card,Mobile Phone,5,0,2,0.0,206.52,0
51509,9.0,1,Credit Card,Laptop & Accessory,5,0,2,7.0,234.56,0
51510,14.0,1,Debit Card,Laptop & Accessory,1,0,6,4.0,170.44,0
51511,17.0,2,UPI,Grocery,3,1,1,4.0,124.17,0
51512,13.0,1,Credit Card,Laptop & Accessory,3,1,4,2.0,128.79,0
51513,31.0,1,Debit Card,Laptop & Accessory,3,0,3,12.0,226.89,0
51514,0.0,1,Debit Card,Laptop & Accessory,1,0,5,1.0,150.55,0
51515,2.0,1,Credit Card,Laptop & Accessory,3,0,5,2.0,181.99,0
51516,0.0,1,Debit Card,Laptop & Accessory,5,0,4,0.0,123.68,0
51517,10.0,1,E wallet,Laptop & Accessory,1,0,5,3.0,208.36,0
51518,23.0,3,E wallet,Fashion,5,0,2,12.0,99.91,0
51519,3.0,2,Credit Card,Fashion,2,0,5,1.0,239.43,0
51520,26.0,1,Debit Card,Mobile Phone,4,0,1,8.0,113.44,0
51521,1.0,2,E wallet,Mobile Phone,3,0,3,0.0,127.2,0
51522,27.0,3,Debit Card,Fashion,3,1,1,9.0,170.75,0
51523,4.0,1,Debit Card,Others,5,0,2,2.0,286.9,0
51524,1.0,1,Credit Card,Mobile Phone,5,1,2,0.0,155.59,1
51525,7.0,1,UPI,Others,3,0,6,2.0,155.78,0
51526,3.0,2,Debit Card,Mobile Phone,4,0,4,4.0,161.61,0
51527,3.0,1,UPI,Fashion,4,1,2,13.0,258.44,0
51528,4.0,3,Debit Card,Mobile Phone,1,0,6,2.0,265.86,0
51529,16.0,1,Debit Card,Grocery,1,1,8,2.0,216.97,1
51530,8.0,1,Credit Card,Mobile Phone,4,0,5,6.0,217.91,0
51531,4.0,1,Debit Card,Fashion,3,0,4,0.0,150.32,1
51532,9.0,1,Debit Card,Mobile Phone,3,1,4,6.0,130.9,1
51533,13.0,2,Debit Card,Grocery,5,0,3,0.0,239.24,0
51534,3.0,3,Debit Card,Others,1,1,2,15.0,212.55,1
51535,5.0,1,Debit Card,Laptop & Accessory,3,1,1,26.0,181.21,0
51536,1.0,3,E wallet,Mobile Phone,5,0,2,7.0,167.94,0
51537,2.0,3,E wallet,Laptop & Accessory,3,1,2,3.0,172.81,1
51538,11.0,1,COD,Laptop & Accessory,4,0,3,1.0,205.77,0
51539,2.0,2,E wallet,Grocery,1,0,2,0.0,260.95,0
51540,7.0,1,Credit Card,Mobile Phone,5,0,4,9.0,174.08,1
51541,12.0,1,Credit Card,Mobile Phone,2,0,2,7.0,93.99,0
51542,1.0,1,UPI,Fashion,2,0,5,13.0,212.36,0
51543,8.0,2,Debit Card,Mobile Phone,2,0,8,2.0,231.51,1
51544,3.0,1,Debit Card,Laptop & Accessory,3,0,4,3.0,288.7,0
51545,33.0,3,E wallet,Laptop & Accessory,5,0,4,12.0,195.44,0
51546,7.0,3,Debit Card,Mobile Phone,3,0,8,2.0,148.97,0
51547,16.0,1,UPI,Laptop & Accessory,2,0,4,2.0,146.01,0
51548,8.0,1,Credit Card,Laptop & Accessory,3,0,1,4.0,184.65,0
51549,0.0,1,Debit Card,Laptop & Accessory,5,0,1,3.0,127.91,0
51550,10.0,1,E wallet,Grocery,1,0,3,1.0,186.58,0
51551,30.0,1,Debit Card,Laptop & Accessory,3,0,4,11.0,229.85,0
51552,9.0,1,COD,Grocery,4,0,3,5.0,273.45,0
51553,17.0,1,COD,Mobile Phone,5,0,6,2.0,182.8,0
51554,22.0,1,Credit Card,Laptop & Accessory,4,0,2,5.0,98.74,0
51555,3.0,1,Debit Card,Mobile Phone,1,0,5,15.0,183.38,0
51556,2.0,1,Debit Card,Mobile Phone,3,0,3,1.0,104.74,0
51557,9.0,2,Credit Card,Grocery,1,0,2,5.0,206.24,0
51558,5.0,3,UPI,Grocery,4,1,1,32.0,242.35,1
51559,18.0,1,Debit Card,Laptop & Accessory,1,0,4,3.0,228.41,0
51560,23.0,1,Debit Card,Fashion,1,1,3,7.0,124.81,0
51561,4.0,1,Debit Card,Laptop & Accessory,3,0,2,6.0,115.85,0
51562,3.0,1,Credit Card,Laptop & Accessory,5,0,2,3.0,141.87,0
51563,15.0,1,UPI,Laptop & Accessory,4,0,2,3.0,174.84,0
51564,3.0,1,Debit Card,Fashion,1,0,3,6.0,69.41,0
51565,17.0,3,Debit Card,Laptop & Accessory,3,0,3,5.0,181.43,0
51566,6.0,1,Credit Card,Mobile Phone,1,1,1,3.0,140.97,1
51567,11.0,2,E wallet,Fashion,3,0,3,1.0,150.09,0
51568,1.0,1,E wallet,Fashion,4,0,3,7.0,125.61,0
51569,10.0,1,E wallet,Grocery,4,1,2,8.0,79.2,0
51570,6.0,1,Debit Card,Laptop & Accessory,5,0,3,2.0,197.28,0
51571,9.0,1,Debit Card,Mobile Phone,5,0,2,2.0,251.62,0
51572,2.0,1,COD,Grocery,3,1,4,3.0,141.06,0
51573,13.0,1,COD,Laptop & Accessory,5,0,4,2.0,178.88,0
51574,20.0,1,Credit Card,Fashion,4,0,3,7.0,194.14,0
51575,2.0,1,E wallet,Laptop & Accessory,3,0,1,16.0,175.5,1
51576,1.0,2,COD,Fashion,5,0,3,0.0,237.01,0
51577,0.0,3,Credit Card,Fashion,5,0,6,1.0,205.25,0
51578,10.0,1,Debit Card,Grocery,5,0,3,2.0,281.74,0
51579,9.0,1,Credit Card,Mobile Phone,2,0,1,3.0,187.08,0
51580,8.0,1,COD,Grocery,2,0,2,1.0,201.04,1
51581,3.0,3,Credit Card,Laptop & Accessory,5,0,4,11.0,171.62,0
51582,5.0,1,E wallet,Mobile Phone,3,0,1,7.0,224.16,1
51583,9.0,1,Credit Card,Mobile Phone,4,0,4,10.0,197.93,0
51584,7.0,1,Debit Card,Mobile Phone,4,1,3,2.0,174.54,0
51585,44.0,1,Debit Card,Mobile Phone,4,0,2,11.0,183.97,0
51586,1.0,1,COD,Others,1,0,3,12.0,237.05,0
51587,12.0,3,Credit Card,Laptop & Accessory,3,0,2,12.0,99.74,1
51588,5.0,3,Debit Card,Laptop & Accessory,5,0,2,0.0,126.49,1
51589,6.0,1,COD,Others,3,0,3,3.0,173.03,0
51590,13.0,1,Credit Card,Mobile Phone,4,0,1,6.0,227.38,0
51591,12.0,1,E wallet,Mobile Phone,4,0,4,8.0,128.81,0
51592,47.0,1,Credit Card,Laptop & Accessory,2,1,4,1.0,173.04,0
51593,1.0,3,Debit Card,Laptop & Accessory,2,0,3,5.0,144.41,1
51594,1.0,1,Credit Card,Laptop & Accessory,4,1,2,3.0,293.24,0
51595,13.0,1,COD,Laptop & Accessory,1,0,3,6.0,193.6,0
51596,9.0,1,Debit Card,Fashion,3,0,2,7.0,158.94,0
51597,3.0,3,E wallet,Fashion,5,0,3,3.0,207.66,0
51598,1.0,1,Debit Card,Grocery,4,0,1,0.0,184.1,0
51599,1.0,1,Debit Card,Laptop & Accessory,5,0,5,5.0,290.96,0
51600,22.0,1,Debit Card,Laptop & Accessory,3,1,3,26.0,182.43,0
51601,2.0,1,UPI,Mobile Phone,4,0,1,8.0,197.06,0
51602,4.0,3,Credit Card,Laptop & Accessory,3,1,4,1.0,72.04,1
51603,3.0,1,Credit Card,Fashion,2,0,5,6.0,141.31,1
51604,4.0,1,E wallet,Mobile Phone,5,1,2,3.0,163.13,0
51605,1.0,1,Debit Card,Others,2,0,2,2.0,165.63,1
51606,7.0,2,Debit Card,Laptop & Accessory,2,1,6,3.0,147.06,0
51607,1.0,1,Debit Card,Laptop & Accessory,5,0,4,6.0,202.62,1
51608,16.0,1,Credit Card,Laptop & Accessory,5,0,2,6.0,141.62,0
51609,3.0,1,Credit Card,Laptop & Accessory,5,0,5,0.0,143.09,0
51610,8.0,2,UPI,Fashion,1,0,3,7.0,173.74,0
51611,21.0,2,Credit Card,Others,1,0,5,10.0,208.96,0
51612,11.0,3,Debit Card,Laptop & Accessory,3,1,2,6.0,121.67,0
51613,8.0,1,E wallet,Laptop & Accessory,4,0,1,2.0,202.08,0
51614,4.0,1,Debit Card,Laptop & Accessory,1,1,5,10.0,199.22,0
51615,4.0,3,UPI,Mobile Phone,2,1,4,3.0,200.87,0
51616,11.0,1,Debit Card,Mobile Phone,4,0,2,5.0,135.27,0
51617,51.0,1,Debit Card,Fashion,4,1,2,1.0,154.74,0
51618,11.0,2,Credit Card,Fashion,1,1,2,0.0,172.55,0
51619,8.0,1,Debit Card,Mobile Phone,5,0,3,5.0,182.76,0
51620,13.0,1,Debit Card,Mobile Phone,3,0,2,1.0,170.77,0
51621,6.0,2,Credit Card,Grocery,5,0,3,0.0,192.14,0
51622,1.0,3,Debit Card,Mobile Phone,5,0,4,1.0,181.07,0
51623,8.0,1,Debit Card,Laptop & Accessory,3,0,2,7.0,117.38,0
51624,32.0,1,Debit Card,Laptop & Accessory,3,0,4,2.0,185.08,0
51625,2.0,1,Credit Card,Laptop & Accessory,3,0,2,5.0,147.63,0
51626,12.0,1,Debit Card,Mobile Phone,5,1,4,6.0,228.57,0
51627,2.0,1,Debit Card,Laptop & Accessory,2,0,5,1.0,151.49,0
51628,8.0,1,Credit Card,Laptop & Accessory,4,0,2,5.0,112.83,0
51629,1.0,3,E wallet,Fashion,4,0,4,2.0,143.79,0
51630,6.0,2,Credit Card,Mobile Phone,2,0,6,6.0,216.44,0
51631,14.0,2,Debit Card,Laptop & Accessory,5,0,2,1.0,270.58,0
51632,4.0,1,Debit Card,Fashion,5,0,4,3.0,194.6,0
51633,11.0,1,Credit Card,Fashion,1,1,4,2.0,224.63,1
51634,16.0,3,UPI,Laptop & Accessory,3,0,1,26.0,109.56,0
51635,26.0,1,Credit Card,Others,3,0,2,5.0,179.9,0
51636,3.0,1,Debit Card,Laptop & Accessory,5,0,3,1.0,207.19,0
51637,5.0,1,Debit Card,Fashion,3,0,1,15.0,199.77,0
51638,2.0,3,UPI,Others,5,1,6,6.0,123.37,0
51639,49.0,3,E wallet,Fashion,2,0,2,4.0,147.75,0
51640,26.0,1,Debit Card,Fashion,2,0,3,2.0,114.38,0
51641,8.0,3,Debit Card,Grocery,4,0,3,3.0,176.45,0
51642,18.0,1,UPI,Laptop & Accessory,2,0,3,5.0,131.26,0
51643,7.0,1,Debit Card,Laptop & Accessory,5,1,1,1.0,206.17,0
51644,10.0,3,Credit Card,Fashion,2,0,2,3.0,83.05,0
51645,1.0,3,E wallet,Grocery,5,0,5,5.0,188.66,1
51646,14.0,1,Debit Card,Mobile Phone,5,1,6,4.0,65.97,0
51647,1.0,1,Debit Card,Others,5,1,2,11.0,235.19,0
51648,17.0,3,Debit Card,Laptop & Accessory,3,0,2,2.0,152.36,0
51649,15.0,2,UPI,Fashion,3,0,3,12.0,169.44,0
51650,12.0,3,Credit Card,Grocery,3,1,6,6.0,163.43,0
51651,0.0,1,E wallet,Mobile Phone,5,0,3,2.0,311.11,0
51652,4.0,3,Credit Card,Others,1,0,2,1.0,160.53,1
51653,3.0,3,UPI,Laptop & Accessory,3,0,2,2.0,203.44,0
51654,4.0,1,UPI,Others,5,0,1,1.0,211.46,0
51655,1.0,3,Credit Card,Grocery,3,0,1,12.0,139.14,1
51656,28.0,1,Debit Card,Laptop & Accessory,3,0,3,4.0,249.98,0
51657,8.0,1,Credit Card,Mobile Phone,4,0,1,6.0,74.16,0
51658,4.0,1,Credit Card,Mobile Phone,5,0,3,0.0,158.41,0
51659,5.0,1,Credit Card,Laptop & Accessory,3,0,2,15.0,170.61,1
51660,6.0,1,E wallet,Laptop & Accessory,5,0,4,11.0,162.38,0
51661,9.0,3,Debit Card,Laptop & Accessory,3,0,3,3.0,147.83,0
51662,7.0,1,Debit Card,Mobile Phone,5,0,1,15.0,125.95,1
51663,25.0,1,Credit Card,Mobile Phone,3,0,6,4.0,189.18,0
51664,7.0,3,Debit Card,Others,1,0,3,10.0,153.99,1
51665,48.0,1,Credit Card,Laptop & Accessory,5,0,8,5.0,176.18,0
51666,19.0,1,COD,Fashion,3,1,6,2.0,213.44,0
51667,2.0,1,Credit Card,Laptop & Accessory,3,0,3,7.0,93.94,0
51668,27.0,1,UPI,Fashion,3,0,3,2.0,190.56,0
51669,1.0,1,E wallet,Grocery,4,0,3,2.0,174.51,0
51670,17.0,3,E wallet,Laptop & Accessory,3,0,3,7.0,158.99,0
51671,5.0,1,Credit Card,Laptop & Accessory,2,0,1,4.0,183.44,1
51672,21.0,3,Debit Card,Mobile Phone,3,0,1,4.0,170.71,0
51673,20.0,1,Credit Card,Laptop & Accessory,1,1,6,3.0,210.0,1
51674,16.0,1,Debit Card,Mobile Phone,4,1,3,2.0,218.13,1
51675,16.0,2,COD,Laptop & Accessory,5,1,3,6.0,189.79,0
51676,4.0,2,Debit Card,Laptop & Accessory,4,0,1,22.0,141.85,0
51677,1.0,1,Debit Card,Fashion,3,0,7,1.0,170.18,1
51678,5.0,1,Credit Card,Grocery,4,0,3,1.0,80.48,0
51679,2.0,1,Credit Card,Mobile Phone,1,0,4,2.0,205.1,0
51680,12.0,1,Debit Card,Laptop & Accessory,5,0,5,5.0,187.22,0
51681,4.0,1,Debit Card,Laptop & Accessory,4,1,1,7.0,183.89,0
51682,37.0,2,E wallet,Others,3,0,2,3.0,151.47,0
51683,10.0,1,Credit Card,Grocery,3,1,4,0.0,258.22,0
51684,17.0,2,Debit Card,Laptop & Accessory,4,0,2,2.0,256.61,0
51685,1.0,1,Credit Card,Grocery,4,0,3,11.0,223.74,0
51686,20.0,1,Debit Card,Others,2,0,3,3.0,129.64,0
51687,26.0,1,Debit Card,Laptop & Accessory,3,0,6,0.0,154.37,0
51688,7.0,1,COD,Fashion,4,0,1,1.0,217.64,0
51689,9.0,3,Debit Card,Mobile Phone,3,0,4,5.0,168.75,1
51690,14.0,1,Debit Card,Laptop & Accessory,3,1,4,3.0,236.33,1
51691,2.0,1,COD,Laptop & Accessory,3,0,4,0.0,103.83,0
51692,7.0,3,E wallet,Laptop & Accessory,1,0,3,9.0,86.34,1
51693,5.0,1,Debit Card,Grocery,3,0,4,4.0,255.99,0
