customer_id,tenure,city_tier,warehouse_to_home,hour_spend_on_app,number_of_device_registered,satisfaction_score,number_of_address,complain,order_amount_hike_from_last_year,coupon_used,order_count,day_since_last_order,cashback_amount,churn,ingested_at,recency_days,frequency_orders,monetary_cashback,r_score,f_score,m_score,preferred_login_device_Mobile Phone,preferred_login_device_Phone,preferred_payment_mode_Credit Card,preferred_payment_mode_Debit Card,preferred_payment_mode_E wallet,preferred_payment_mode_UPI,gender_Male,prefered_order_cat_Grocery,prefered_order_cat_Laptop & Accessory,prefered_order_cat_Mobile Phone,prefered_order_cat_Others,marital_status_Married,marital_status_Single,rfm_segment_Champions,rfm_segment_Hibernating,rfm_segment_Loyal Customers,rfm_segment_Need Attention,rfm_segment_Potential Loyalist,rfm_segment_Promising
51133,1.0,2,5.0,2,4,5,4,0,15.0,1,4,1.0,95.85,0,2026-09-09 16:06:02.022715,1.0,4,95.85,5,4,1,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False
51134,2.0,3,5.0,3,2,3,6,1,11.0,0,5,1.0,208.81,0,2026-09-09 16:06:02.022715,1.0,5,208.81,5,5,4,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
51135,11.0,3,17.0,3,1,3,5,0,18.0,4,1,5.0,172.58,0,2026-09-09 16:06:02.022715,5.0,1,172.58,2,1,3,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
51136,1.0,1,7.0,3,3,1,6,0,17.0,2,1,1.0,174.32,0,2026-09-09 16:06:02.022715,1.0,1,174.32,5,1,3,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
51137,19.0,1,15.0,3,6,1,5,0,14.0,1,5,10.0,173.89,0,2026-09-09 16:06:02.022715,10.0,5,173.89,1,5,3,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
51138,7.0,1,11.0,3,5,4,5,0,15.0,0,2,11.0,124.75,0,2026-09-09 16:06:02.022715,11.0,2,124.75,1,2,1,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
51139,7.0,1,7.0,3,5,4,4,0,20.0,3,3,7.0,137.69,0,2026-09-09 16:06:02.022715,7.0,3,137.69,2,3,2,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
51140,9.0,1,6.0,5,4,4,2,0,15.0,2,4,2.0,167.75,0,2026-09-09 16:06:02.022715,2.0,4,167.75,4,4,3,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
51141,17.0,2,7.0,3,5,5,6,0,14.0,4,6,3.0,211.16,0,2026-09-09 16:06:02.022715,3.0,6,211.16,3,5,4,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
51142,4.0,1,5.0,2,3,3,1,0,11.0,3,1,1.0,200.58,0,2026-09-09 16:06:02.022715,1.0,1,200.58,5,1,4,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
51143,11.0,1,28.0,3,1,1,6,1,18.0,3,6,5.0,136.91,1,2026-09-09 16:06:02.022715,5.0,6,136.91,2,5,2,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
51144,8.0,1,10.0,4,5,4,5,0,16.0,0,2,0.0,167.88,0,2026-09-09 16:06:02.022715,0.0,2,167.88,5,2,3,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
51145,3.0,3,11.0,3,3,1,4,0,16.0,4,5,7.0,145.45,0,2026-09-09 16:06:02.022715,7.0,5,145.45,2,5,2,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
51146,21.0,1,11.0,5,4,4,5,0,17.0,1,1,1.0,185.89,0,2026-09-09 16:06:02.022715,1.0,1,185.89,5,1,3,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
51147,16.0,1,17.0,2,4,3,8,0,17.0,0,5,12.0,146.73,0,2026-09-09 16:06:02.022715,12.0,5,146.73,1,5,2,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False
51148,11.0,1,6.0,2,2,4,5,0,11.0,4,2,7.0,184.84,0,2026-09-09 16:06:02.022715,7.0,2,184.84,2,2,3,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False
51149,19.0,3,21.0,2,2,3,7,1,13.0,4,6,3.0,226.94,0,2026-09-09 16:06:02.022715,3.0,6,226.94,3,5,5,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
51150,20.0,3,9.0,4,3,2,1,0,16.0,3,2,2.0,174.74,0,2026-09-09 16:06:02.022715,2.0,2,174.74,4,2,3,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
51151,12.0,2,9.0,3,4,2,6,0,15.0,2,3,1.0,67.27,0,2026-09-09 16:06:02.022715,1.0,3,67.27,5,3,1,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
51152,18.0,3,23.0,2,1,4,3,0,11.0,3,3,6.0,186.09,0,2026-09-09 16:06:02.022715,6.0,3,186.09,2,3,3,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
51153,12.0,1,6.0,2,3,3,6,1,13.0,1,3,11.0,145.21,0,2026-09-09 16:06:02.022715,11.0,3,145.21,1,3,2,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
51154,11.0,3,14.0,3,4,3,3,0,19.0,4,1,14.0,118.53,0,2026-09-09 16:06:02.022715,14.0,1,118.53,1,1,1,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False
51155,10.0,1,11.0,5,2,3,3,0,11.0,2,5,17.0,160.72,1,2026-09-09 16:06:02.022715,17.0,5,160.72,1,5,2,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
51156,14.0,1,7.0,3,2,5,4,0,11.0,5,3,14.0,209.47,0,2026-09-09 16:06:02.022715,14.0,3,209.47,1,3,4,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
51157,2.0,1,15.0,2,3,5,3,1,14.0,3,4,6.0,236.08,1,2026-09-09 16:06:02.022715,6.0,4,236.08,2,4,5,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
51158,21.0,1,5.0,3,3,3,3,0,16.0,1,3,1.0,149.91,0,2026-09-09 16:06:02.022715,1.0,3,149.91,5,3,2,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
51159,21.0,2,7.0,3,4,4,3,0,14.0,3,1,2.0,182.24,0,2026-09-09 16:06:02.022715,2.0,1,182.24,4,1,3,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
51160,0.0,1,11.0,3,6,2,7,1,18.0,4,2,2.0,151.65,1,2026-09-09 16:06:02.022715,2.0,2,151.65,4,2,2,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
51161,17.0,3,26.0,3,1,4,2,1,23.0,1,3,5.0,122.78,0,2026-09-09 16:06:02.022715,5.0,3,122.78,2,3,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
51162,1.0,1,24.0,3,5,3,5,0,18.0,3,4,3.0,151.86,0,2026-09-09 16:06:02.022715,3.0,4,151.86,3,4,2,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
51163,4.0,1,14.0,4,3,4,3,1,11.0,2,5,2.0,184.67,1,2026-09-09 16:06:02.022715,2.0,5,184.67,4,5,3,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
51164,14.0,1,9.0,2,4,2,9,1,12.0,1,1,2.0,165.08,0,2026-09-09 16:06:02.022715,2.0,1,165.08,4,1,3,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
51165,2.0,2,5.0,4,5,5,3,1,15.0,2,3,4.0,213.81,0,2026-09-09 16:06:02.022715,4.0,3,213.81,3,3,4,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
51166,17.0,3,18.0,4,4,2,4,0,11.0,3,2,7.0,196.06,0,2026-09-09 16:06:02.022715,7.0,2,196.06,2,2,4,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
51167,18.0,1,20.0,3,2,5,3,0,17.0,1,1,2.0,171.83,0,2026-09-09 16:06:02.022715,2.0,1,171.83,4,1,3,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False
51168,7.0,1,14.0,2,2,1,3,0,17.0,2,2,4.0,102.25,0,2026-09-09 16:06:02.022715,4.0,2,102.25,3,2,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
51169,0.0,1,9.0,4,4,3,1,0,11.0,2,6,1.0,176.35,0,2026-09-09 16:06:02.022715,1.0,6,176.35,5,5,3,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
51170,3.0,1,17.0,3,3,4,8,1,15.0,7,2,33.0,191.78,0,2026-09-09 16:06:02.022715,33.0,2,191.78,1,2,4,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
51171,10.0,3,10.0,2,4,5,1,0,16.0,2,1,4.0,136.79,1,2026-09-09 16:06:02.022715,4.0,1,136.79,3,1,2,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
51172,40.0,1,10.0,3,3,4,7,0,11.0,0,2,1.0,177.96,0,2026-09-09 16:06:02.022715,1.0,2,177.96,5,2,3,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
51173,10.0,3,5.0,3,3,2,3,0,14.0,2,1,5.0,170.26,0,2026-09-09 16:06:02.022715,5.0,1,170.26,2,1,3,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
51174,3.0,1,17.0,2,4,5,3,0,17.0,2,2,2.0,242.86,0,2026-09-09 16:06:02.022715,2.0,2,242.86,4,2,5,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
51175,10.0,1,12.0,3,4,4,1,0,13.0,1,6,6.0,231.85,0,2026-09-09 16:06:02.022715,6.0,6,231.85,2,5,5,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
51176,8.0,3,24.0,3,4,2,2,0,19.0,1,3,1.0,124.72,0,2026-09-09 16:06:02.022715,1.0,3,124.72,5,3,1,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False
51177,15.0,1,7.0,4,3,4,10,1,11.0,4,1,1.0,196.95,1,2026-09-09 16:06:02.022715,1.0,1,196.95,5,1,4,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
51178,1.0,1,6.0,3,3,4,3,1,14.0,0,5,1.0,178.85,1,2026-09-09 16:06:02.022715,1.0,5,178.85,5,5,3,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
51179,14.0,1,19.0,3,3,4,7,0,14.0,2,4,4.0,219.53,0,2026-09-09 16:06:02.022715,4.0,4,219.53,3,4,5,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False
51180,8.0,1,22.0,3,4,4,6,0,14.0,0,5,3.0,173.4,0,2026-09-09 16:06:02.022715,3.0,5,173.4,3,5,3,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
51181,33.0,3,11.0,2,4,5,4,1,16.0,3,6,7.0,27.83,0,2026-09-09 16:06:02.022715,7.0,6,27.83,2,5,1,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False
51182,4.0,1,18.0,4,6,5,3,1,12.0,0,1,1.0,145.1,0,2026-09-09 16:06:02.022715,1.0,1,145.1,5,1,2,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False
51183,10.0,3,9.0,3,1,4,2,1,13.0,1,6,5.0,168.77,0,2026-09-09 16:06:02.022715,5.0,6,168.77,2,5,3,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
51184,27.0,1,9.0,4,6,1,5,0,11.0,0,3,2.0,150.69,0,2026-09-09 16:06:02.022715,2.0,3,150.69,4,3,2,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
51185,1.0,1,14.0,4,4,4,4,0,16.0,4,8,3.0,144.84,0,2026-09-09 16:06:02.022715,3.0,8,144.84,3,5,2,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
51186,28.0,1,9.0,3,4,5,6,1,17.0,2,4,12.0,122.07,0,2026-09-09 16:06:02.022715,12.0,4,122.07,1,4,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
51187,12.0,1,13.0,2,3,3,2,0,14.0,1,3,8.0,208.48,0,2026-09-09 16:06:02.022715,8.0,3,208.48,2,3,4,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
51188,1.0,3,11.0,4,3,4,7,0,12.0,3,7,1.0,137.35,0,2026-09-09 16:06:02.022715,1.0,7,137.35,5,5,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
51189,4.0,2,5.0,3,4,4,4,1,12.0,1,2,6.0,189.96,0,2026-09-09 16:06:02.022715,6.0,2,189.96,2,2,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
51190,12.0,1,12.0,5,4,4,5,0,17.0,2,1,1.0,114.9,0,2026-09-09 16:06:02.022715,1.0,1,114.9,5,1,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
51191,1.0,3,5.0,3,3,5,2,1,11.0,1,1,30.0,105.0,1,2026-09-09 16:06:02.022715,30.0,1,105.0,1,1,1,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
51192,9.0,2,17.0,2,3,3,5,0,14.0,5,4,11.0,228.0,0,2026-09-09 16:06:02.022715,11.0,4,228.0,1,4,5,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
51193,4.0,1,20.0,4,4,3,5,0,12.0,1,8,9.0,255.18,0,2026-09-09 16:06:02.022715,9.0,8,255.18,1,5,5,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
51194,10.0,3,10.0,4,5,1,2,0,12.0,1,8,5.0,301.06,1,2026-09-09 16:06:02.022715,5.0,8,301.06,2,5,5,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
51195,0.0,1,26.0,4,3,5,6,0,18.0,1,7,1.0,169.75,0,2026-09-09 16:06:02.022715,1.0,7,169.75,5,5,3,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
51196,21.0,1,22.0,2,3,3,6,0,15.0,1,1,3.0,130.76,0,2026-09-09 16:06:02.022715,3.0,1,130.76,3,1,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
51197,36.0,1,13.0,4,5,5,3,1,12.0,1,3,3.0,99.9,0,2026-09-09 16:06:02.022715,3.0,3,99.9,3,3,1,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
51198,35.0,1,9.0,3,4,2,8,0,16.0,2,3,3.0,248.87,0,2026-09-09 16:06:02.022715,3.0,3,248.87,3,3,5,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
51199,14.0,1,19.0,3,3,3,3,1,17.0,3,1,5.0,184.46,0,2026-09-09 16:06:02.022715,5.0,1,184.46,2,1,3,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
51200,1.0,1,26.0,4,2,3,3,0,19.0,4,7,7.0,233.81,0,2026-09-09 16:06:02.022715,7.0,7,233.81,2,5,5,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
51201,14.0,1,13.0,3,4,4,3,0,15.0,3,5,2.0,240.17,0,2026-09-09 16:06:02.022715,2.0,5,240.17,4,5,5,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False
51202,0.0,2,28.0,2,3,3,3,0,13.0,2,2,5.0,130.57,0,2026-09-09 16:06:02.022715,5.0,2,130.57,2,2,1,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
51203,0.0,3,8.0,3,2,3,4,1,21.0,0,3,2.0,171.88,0,2026-09-09 16:06:02.022715,2.0,3,171.88,4,3,3,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
51204,4.0,2,16.0,3,4,3,7,0,20.0,1,6,0.0,251.52,0,2026-09-09 16:06:02.022715,0.0,6,251.52,5,5,5,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False
51205,7.0,1,11.0,4,3,5,4,1,24.0,2,1,1.0,136.77,0,2026-09-09 16:06:02.022715,1.0,1,136.77,5,1,2,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
51206,15.0,1,6.0,2,3,5,2,0,19.0,2,2,5.0,131.54,0,2026-09-09 16:06:02.022715,5.0,2,131.54,2,2,1,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False
51207,11.0,1,8.0,4,3,3,3,0,17.0,3,4,8.0,181.23,0,2026-09-09 16:06:02.022715,8.0,4,181.23,2,4,3,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
51208,6.0,1,20.0,4,4,4,6,1,11.0,2,1,0.0,107.12,0,2026-09-09 16:06:02.022715,0.0,1,107.12,5,1,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
51209,3.0,1,10.0,2,3,4,4,0,21.0,1,3,1.0,89.65,0,2026-09-09 16:06:02.022715,1.0,3,89.65,5,3,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
51210,59.0,1,8.0,1,2,4,4,0,15.0,1,4,3.0,87.34,0,2026-09-09 16:06:02.022715,3.0,4,87.34,3,4,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
51211,6.0,2,22.0,3,3,2,6,0,14.0,1,3,1.0,292.77,0,2026-09-09 16:06:02.022715,1.0,3,292.77,5,3,5,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False
51212,6.0,2,19.0,4,2,3,6,1,17.0,1,4,5.0,214.51,1,2026-09-09 16:06:02.022715,5.0,4,214.51,2,4,4,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False
51213,2.0,1,9.0,3,4,4,2,0,13.0,0,2,0.0,157.65,0,2026-09-09 16:06:02.022715,0.0,2,157.65,5,2,2,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
51214,16.0,1,29.0,4,6,2,1,0,19.0,1,1,1.0,122.34,0,2026-09-09 16:06:02.022715,1.0,1,122.34,5,1,1,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False
51215,12.0,2,10.0,3,4,3,2,0,11.0,0,2,7.0,193.5,0,2026-09-09 16:06:02.022715,7.0,2,193.5,2,2,4,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False
51216,2.0,1,13.0,3,3,2,4,0,19.0,0,4,9.0,219.78,0,2026-09-09 16:06:02.022715,9.0,4,219.78,1,4,5,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
51217,1.0,1,11.0,1,2,5,1,0,17.0,1,1,1.0,218.63,0,2026-09-09 16:06:02.022715,1.0,1,218.63,5,1,5,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
51218,11.0,1,6.0,2,3,5,3,0,15.0,4,2,3.0,24.98,0,2026-09-09 16:06:02.022715,3.0,2,24.98,3,2,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
51219,11.0,1,10.0,3,3,2,2,0,20.0,4,4,4.0,256.89,0,2026-09-09 16:06:02.022715,4.0,4,256.89,3,4,5,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
51220,3.0,1,11.0,4,3,4,2,1,17.0,3,5,0.0,181.71,0,2026-09-09 16:06:02.022715,0.0,5,181.71,5,5,3,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
51221,30.0,3,5.0,3,2,3,6,0,26.0,1,1,6.0,106.16,1,2026-09-09 16:06:02.022715,6.0,1,106.16,2,1,1,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False
51222,2.0,3,13.0,3,5,4,7,0,13.0,2,3,0.0,64.07,0,2026-09-09 16:06:02.022715,0.0,3,64.07,5,3,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
51223,6.0,1,18.0,3,5,3,4,0,15.0,5,3,1.0,169.31,0,2026-09-09 16:06:02.022715,1.0,3,169.31,5,3,3,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
51224,29.0,1,5.0,2,4,3,4,1,16.0,4,4,7.0,243.56,1,2026-09-09 16:06:02.022715,7.0,4,243.56,2,4,5,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
51225,5.0,2,16.0,3,2,5,5,0,19.0,0,3,9.0,237.46,0,2026-09-09 16:06:02.022715,9.0,3,237.46,1,3,5,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
51226,10.0,1,20.0,3,4,4,3,0,15.0,4,1,6.0,209.68,0,2026-09-09 16:06:02.022715,6.0,1,209.68,2,1,4,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
51227,5.0,1,5.0,3,2,2,2,0,11.0,1,5,12.0,197.85,0,2026-09-09 16:06:02.022715,12.0,5,197.85,1,5,4,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
51228,3.0,1,10.0,3,2,2,4,0,11.0,5,4,22.0,211.69,1,2026-09-09 16:06:02.022715,22.0,4,211.69,1,4,4,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
51229,41.0,1,29.0,4,3,5,5,0,12.0,2,3,8.0,196.42,0,2026-09-09 16:06:02.022715,8.0,3,196.42,2,3,4,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
51230,5.0,2,13.0,3,3,2,2,1,17.0,3,4,5.0,144.83,1,2026-09-09 16:06:02.022715,5.0,4,144.83,2,4,2,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
51231,22.0,3,5.0,3,3,4,5,0,16.0,3,1,0.0,114.84,0,2026-09-09 16:06:02.022715,0.0,1,114.84,5,1,1,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
51232,3.0,1,5.0,3,2,3,6,0,12.0,5,1,12.0,139.9,0,2026-09-09 16:06:02.022715,12.0,1,139.9,1,1,2,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False
51233,2.0,1,13.0,4,2,2,1,0,14.0,3,3,2.0,195.22,0,2026-09-09 16:06:02.022715,2.0,3,195.22,4,3,4,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
51234,0.0,1,16.0,3,5,4,3,1,11.0,1,4,2.0,90.61,1,2026-09-09 16:06:02.022715,2.0,4,90.61,4,4,1,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
51235,11.0,1,11.0,2,3,5,8,1,13.0,0,1,4.0,131.82,0,2026-09-09 16:06:02.022715,4.0,1,131.82,3,1,1,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
51236,5.0,3,13.0,5,3,2,5,0,18.0,3,1,11.0,160.82,0,2026-09-09 16:06:02.022715,11.0,1,160.82,1,1,2,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
51237,20.0,2,11.0,3,3,1,1,0,12.0,4,3,8.0,252.79,0,2026-09-09 16:06:02.022715,8.0,3,252.79,2,3,5,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
51238,6.0,1,7.0,2,1,5,3,1,19.0,2,1,4.0,133.3,0,2026-09-09 16:06:02.022715,4.0,1,133.3,3,1,1,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False
51239,34.0,2,11.0,3,4,3,8,0,11.0,3,1,11.0,160.92,0,2026-09-09 16:06:02.022715,11.0,1,160.92,1,1,2,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
51240,2.0,3,5.0,3,3,4,3,0,13.0,0,3,10.0,146.66,1,2026-09-09 16:06:02.022715,10.0,3,146.66,1,3,2,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
51241,20.0,3,9.0,3,4,3,3,0,22.0,2,3,2.0,169.65,0,2026-09-09 16:06:02.022715,2.0,3,169.65,4,3,3,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
51242,15.0,1,15.0,3,4,3,4,1,11.0,5,3,2.0,141.25,0,2026-09-09 16:06:02.022715,2.0,3,141.25,4,3,2,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False
51243,15.0,1,6.0,2,4,3,3,0,15.0,2,4,2.0,145.6,0,2026-09-09 16:06:02.022715,2.0,4,145.6,4,4,2,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
51244,19.0,2,9.0,3,3,4,3,0,17.0,0,6,7.0,269.0,0,2026-09-09 16:06:02.022715,7.0,6,269.0,2,5,5,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
51245,14.0,1,12.0,2,3,2,6,1,15.0,2,3,5.0,220.62,1,2026-09-09 16:06:02.022715,5.0,3,220.62,2,3,5,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
51246,10.0,3,28.0,3,6,4,7,0,18.0,4,2,1.0,133.2,0,2026-09-09 16:06:02.022715,1.0,2,133.2,5,2,1,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
51247,1.0,2,19.0,3,4,3,2,0,18.0,2,1,2.0,159.12,0,2026-09-09 16:06:02.022715,2.0,1,159.12,4,1,2,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
51248,0.0,3,5.0,3,6,5,3,0,13.0,2,1,10.0,169.91,0,2026-09-09 16:06:02.022715,10.0,1,169.91,1,1,3,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
51249,25.0,1,32.0,3,5,5,5,1,17.0,1,2,13.0,115.83,0,2026-09-09 16:06:02.022715,13.0,2,115.83,1,2,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
51250,10.0,3,23.0,3,4,5,3,1,14.0,2,3,1.0,117.38,0,2026-09-09 16:06:02.022715,1.0,3,117.38,5,3,1,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
51251,16.0,1,12.0,3,3,4,5,0,16.0,4,1,18.0,160.06,0,2026-09-09 16:06:02.022715,18.0,1,160.06,1,1,2,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False
51252,7.0,3,17.0,2,4,3,1,0,13.0,1,5,5.0,234.16,0,2026-09-09 16:06:02.022715,5.0,5,234.16,2,5,5,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
51253,1.0,1,7.0,2,4,3,1,0,24.0,1,4,8.0,166.52,1,2026-09-09 16:06:02.022715,8.0,4,166.52,2,4,3,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
51254,1.0,1,11.0,2,4,4,3,0,14.0,1,5,9.0,183.54,0,2026-09-09 16:06:02.022715,9.0,5,183.54,1,5,3,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
