customer_id,churn_risk_pct,risk_tier,tenure_months,satisfaction_score,complaint_status,prefered_order_cat,preferred_payment_mode,day_since_last_order,order_count,cashback_amount,rfm_segment,r_score,f_score,m_score,recommended_action
54913,74.26,Medium,8.0,2,No,Laptop & Accessory,Debit Card,0.0,5,101.14,Loyal Customers,5,5,1,Engagement Email & Product Recommendation
54857,74.15,Medium,2.0,5,No,Mobile Phone,Debit Card,22.0,5,207.87,At Risk,1,5,4,Engagement Email & Product Recommendation
52816,74.09,Medium,15.0,2,No,Fashion,Credit Card,1.0,7,193.15,Champions,5,5,4,Engagement Email & Product Recommendation
50069,74.01,Medium,1.0,4,No,Fashion,Credit Card,1.0,7,144.47,Loyal Customers,5,5,2,Engagement Email & Product Recommendation
51819,74.0,Medium,10.0,5,Yes (Active Ticket),Grocery,Debit Card,3.0,4,189.28,Loyal Customers,3,4,4,Engagement Email & Product Recommendation
51603,73.85,Medium,3.0,2,No,Fashion,Credit Card,6.0,5,141.31,At Risk,2,5,2,Engagement Email & Product Recommendation
50132,73.83,Medium,3.0,4,Yes (Active Ticket),Laptop & Accessory,Debit Card,3.0,3,174.96,Loyal Customers,3,3,3,Engagement Email & Product Recommendation
51725,73.76,Medium,12.0,3,No,Fashion,Debit Card,8.0,6,185.13,At Risk,2,5,3,Engagement Email & Product Recommendation
54836,73.68,Medium,1.0,1,No,Others,Debit Card,3.0,1,203.62,Potential Loyalist,3,1,4,Engagement Email & Product Recommendation
53485,73.64,Medium,9.0,3,Yes (Active Ticket),Mobile Phone,COD,3.0,3,184.25,Loyal Customers,3,3,3,Engagement Email & Product Recommendation
54008,73.56,Medium,5.0,1,No,Laptop & Accessory,Credit Card,1.0,6,126.86,Loyal Customers,4,5,1,Engagement Email & Product Recommendation
54054,73.52,Medium,8.0,5,No,Laptop & Accessory,E wallet,3.0,2,207.29,Potential Loyalist,3,2,4,Engagement Email & Product Recommendation
53164,73.5,Medium,7.0,3,No,Fashion,UPI,8.0,3,167.65,At Risk,1,3,3,Engagement Email & Product Recommendation
50148,73.45,Medium,7.0,1,No,Laptop & Accessory,Debit Card,2.0,4,269.19,Champions,4,4,5,Engagement Email & Product Recommendation
51013,73.38,Medium,29.0,5,No,Fashion,Debit Card,1.0,5,121.38,Loyal Customers,5,5,1,Engagement Email & Product Recommendation
55398,73.35,Medium,6.0,1,No,Laptop & Accessory,UPI,0.0,1,171.31,Potential Loyalist,5,1,3,Engagement Email & Product Recommendation
54067,73.32,Medium,1.0,4,No,Mobile Phone,Credit Card,3.0,7,199.26,Loyal Customers,3,5,4,Engagement Email & Product Recommendation
51314,73.21,Medium,17.0,3,Yes (Active Ticket),Fashion,Debit Card,8.0,4,200.79,At Risk,2,4,4,Engagement Email & Product Recommendation
54360,73.11,Medium,2.0,5,Yes (Active Ticket),Laptop & Accessory,E wallet,1.0,3,190.39,Loyal Customers,4,3,4,Engagement Email & Product Recommendation
52183,72.98,Medium,0.0,4,No,Grocery,E wallet,1.0,1,123.23,Potential Loyalist,5,1,1,Engagement Email & Product Recommendation
52902,72.94,Medium,15.0,4,Yes (Active Ticket),Mobile Phone,Credit Card,0.0,2,185.36,Potential Loyalist,5,2,3,Engagement Email & Product Recommendation
51535,72.8,Medium,5.0,3,Yes (Active Ticket),Laptop & Accessory,Debit Card,26.0,1,181.21,Promising,1,1,3,Engagement Email & Product Recommendation
54374,72.72,Medium,5.0,1,No,Mobile Phone,COD,11.0,2,140.0,Hibernating,1,2,2,Engagement Email & Product Recommendation
51800,72.66,Medium,0.0,1,Yes (Active Ticket),Fashion,Credit Card,26.0,2,212.46,Need Attention,1,2,4,Engagement Email & Product Recommendation
54180,72.55,Medium,4.0,1,No,Laptop & Accessory,UPI,5.0,5,178.09,At Risk,2,5,3,Engagement Email & Product Recommendation
52533,72.5,Medium,3.0,2,No,Others,Debit Card,6.0,1,164.49,Promising,2,1,3,Engagement Email & Product Recommendation
52237,72.48,Medium,22.0,3,Yes (Active Ticket),Laptop & Accessory,Credit Card,1.0,2,271.25,Potential Loyalist,5,2,5,Engagement Email & Product Recommendation
50778,72.47,Medium,13.0,3,Yes (Active Ticket),Laptop & Accessory,Debit Card,0.0,2,181.17,Potential Loyalist,5,2,3,Engagement Email & Product Recommendation
50723,72.4,Medium,1.0,5,No,Mobile Phone,Debit Card,3.0,3,142.59,Loyal Customers,3,3,2,Engagement Email & Product Recommendation
53165,72.37,Medium,1.0,1,No,Laptop & Accessory,Credit Card,0.0,1,158.75,Potential Loyalist,5,1,2,Engagement Email & Product Recommendation
52620,72.12,Medium,4.0,2,No,Grocery,Debit Card,31.0,3,140.07,At Risk,1,3,2,Engagement Email & Product Recommendation
52701,72.1,Medium,7.0,3,No,Mobile Phone,E wallet,3.0,2,150.79,Potential Loyalist,3,2,2,Engagement Email & Product Recommendation
53237,72.1,Medium,2.0,3,No,Laptop & Accessory,UPI,3.0,2,94.61,Potential Loyalist,3,2,1,Engagement Email & Product Recommendation
51476,72.09,Medium,11.0,4,No,Others,Debit Card,11.0,1,191.96,Promising,1,1,4,Engagement Email & Product Recommendation
51540,72.05,Medium,7.0,5,No,Mobile Phone,Credit Card,9.0,4,174.08,At Risk,1,4,3,Engagement Email & Product Recommendation
51459,72.04,Medium,2.0,2,No,Laptop & Accessory,Credit Card,12.0,4,219.93,At Risk,1,4,5,Engagement Email & Product Recommendation
50704,71.98,Medium,1.0,4,Yes (Active Ticket),Fashion,UPI,3.0,5,135.44,Loyal Customers,3,5,2,Engagement Email & Product Recommendation
50540,71.93,Medium,1.0,2,No,Laptop & Accessory,Credit Card,2.0,1,144.87,Potential Loyalist,4,1,2,Engagement Email & Product Recommendation
52408,71.58,Medium,2.0,3,No,Laptop & Accessory,Credit Card,2.0,4,169.06,Loyal Customers,4,4,3,Engagement Email & Product Recommendation
52987,71.58,Medium,1.0,2,No,Mobile Phone,Debit Card,8.0,3,207.57,At Risk,2,3,4,Engagement Email & Product Recommendation
55004,71.53,Medium,4.0,4,No,Laptop & Accessory,Credit Card,10.0,3,145.5,At Risk,1,4,2,Engagement Email & Product Recommendation
53634,71.52,Medium,4.0,1,No,Laptop & Accessory,Credit Card,8.0,2,151.08,Hibernating,1,2,2,Engagement Email & Product Recommendation
51720,71.48,Medium,3.0,3,No,Laptop & Accessory,COD,10.0,4,162.7,At Risk,1,4,2,Engagement Email & Product Recommendation
55454,71.48,Medium,5.0,1,No,Mobile Phone,E wallet,2.0,2,246.11,Loyal Customers,4,3,5,Engagement Email & Product Recommendation
50022,71.42,Medium,2.0,1,Yes (Active Ticket),Others,Debit Card,2.0,2,150.08,Potential Loyalist,4,1,2,Engagement Email & Product Recommendation
51253,71.41,Medium,1.0,3,No,Laptop & Accessory,Debit Card,8.0,4,166.52,At Risk,2,4,3,Engagement Email & Product Recommendation
51605,71.41,Medium,1.0,2,No,Others,Debit Card,2.0,2,165.63,Potential Loyalist,4,2,3,Engagement Email & Product Recommendation
51224,71.4,Medium,29.0,3,Yes (Active Ticket),Laptop & Accessory,Debit Card,7.0,4,243.56,At Risk,2,4,5,Engagement Email & Product Recommendation
55193,71.31,Medium,14.0,2,No,Laptop & Accessory,E wallet,4.0,2,300.62,Potential Loyalist,3,2,5,Engagement Email & Product Recommendation
54402,71.21,Medium,7.0,2,No,Fashion,E wallet,1.0,1,120.75,Potential Loyalist,4,1,1,Engagement Email & Product Recommendation
53641,71.13,Medium,3.0,2,Yes (Active Ticket),Fashion,Debit Card,15.0,1,185.86,Promising,1,1,3,Engagement Email & Product Recommendation
54599,71.12,Medium,5.0,2,No,Laptop & Accessory,Debit Card,3.0,7,160.49,Loyal Customers,3,5,2,Engagement Email & Product Recommendation
55188,71.09,Medium,5.0,1,No,Fashion,Debit Card,2.0,3,130.02,Loyal Customers,4,4,1,Engagement Email & Product Recommendation
52763,70.95,Medium,10.0,4,Yes (Active Ticket),Mobile Phone,Debit Card,9.0,2,174.4,Need Attention,1,2,3,Engagement Email & Product Recommendation
54324,70.82,Medium,7.0,4,Yes (Active Ticket),Fashion,Debit Card,2.0,1,173.37,Potential Loyalist,4,1,3,Engagement Email & Product Recommendation
51119,70.74,Medium,3.0,5,No,Laptop & Accessory,COD,2.0,7,145.83,Loyal Customers,4,5,2,Engagement Email & Product Recommendation
53865,70.71,Medium,1.0,3,No,Laptop & Accessory,Debit Card,0.0,2,157.62,Potential Loyalist,5,2,2,Engagement Email & Product Recommendation
51677,70.64,Medium,1.0,3,No,Fashion,Debit Card,1.0,7,170.18,Loyal Customers,5,5,3,Engagement Email & Product Recommendation
51867,70.52,Medium,0.0,3,Yes (Active Ticket),Mobile Phone,Debit Card,16.0,3,258.83,At Risk,1,3,5,Engagement Email & Product Recommendation
54898,70.5,Medium,4.0,2,No,Laptop & Accessory,E wallet,8.0,2,252.83,Need Attention,1,2,5,Engagement Email & Product Recommendation
53701,70.48,Medium,9.0,3,Yes (Active Ticket),Mobile Phone,Debit Card,17.0,1,116.0,Hibernating,1,1,1,Engagement Email & Product Recommendation
52750,70.45,Medium,10.0,2,No,Mobile Phone,E wallet,8.0,6,207.15,At Risk,2,5,4,Engagement Email & Product Recommendation
55465,70.43,Medium,3.0,3,No,Fashion,UPI,0.0,6,193.12,Champions,5,5,4,Engagement Email & Product Recommendation
52891,70.37,Medium,4.0,3,No,Grocery,Debit Card,4.0,2,125.96,Potential Loyalist,3,2,1,Engagement Email & Product Recommendation
54662,70.29,Medium,9.0,3,No,Fashion,Debit Card,2.0,5,166.96,Loyal Customers,4,5,3,Engagement Email & Product Recommendation
50378,70.18,Medium,0.0,5,No,Others,Debit Card,5.0,3,151.47,At Risk,2,3,2,Engagement Email & Product Recommendation
51427,70.09,Medium,0.0,3,No,Others,Debit Card,3.0,2,151.33,Potential Loyalist,3,2,2,Engagement Email & Product Recommendation
51872,70.08,Medium,2.0,3,No,Mobile Phone,Credit Card,4.0,3,127.76,Loyal Customers,3,3,1,Engagement Email & Product Recommendation
53033,69.98,Medium,14.0,1,No,Laptop & Accessory,Credit Card,4.0,1,187.83,Potential Loyalist,3,1,3,Engagement Email & Product Recommendation
55637,69.95,Medium,0.0,1,Yes (Active Ticket),Grocery,Credit Card,1.0,3,176.56,Loyal Customers,4,4,3,Engagement Email & Product Recommendation
55086,69.91,Medium,7.0,1,Yes (Active Ticket),Laptop & Accessory,Debit Card,0.0,2,210.58,Potential Loyalist,5,2,4,Engagement Email & Product Recommendation
51489,69.81,Medium,5.0,2,Yes (Active Ticket),Fashion,Credit Card,4.0,2,162.0,Potential Loyalist,3,2,2,Engagement Email & Product Recommendation
53519,69.79,Medium,1.0,5,No,Laptop & Accessory,E wallet,6.0,4,112.42,At Risk,2,4,1,Engagement Email & Product Recommendation
53783,69.77,Medium,0.0,3,No,Grocery,Credit Card,4.0,1,164.63,Potential Loyalist,3,1,3,Engagement Email & Product Recommendation
52545,69.72,Medium,1.0,1,No,Grocery,Debit Card,4.0,2,184.46,Potential Loyalist,3,2,3,Engagement Email & Product Recommendation
52194,69.68,Medium,8.0,5,No,Laptop & Accessory,E wallet,5.0,2,147.46,Hibernating,2,2,2,Engagement Email & Product Recommendation
54428,69.66,Medium,1.0,2,Yes (Active Ticket),Fashion,Debit Card,5.0,6,149.73,At Risk,2,5,2,Engagement Email & Product Recommendation
54058,69.65,Medium,0.0,3,Yes (Active Ticket),Laptop & Accessory,Debit Card,5.0,2,145.9,Hibernating,2,2,2,Engagement Email & Product Recommendation
50475,69.52,Medium,8.0,3,Yes (Active Ticket),Fashion,Credit Card,5.0,4,175.56,At Risk,2,4,3,Engagement Email & Product Recommendation
53791,69.52,Medium,2.0,3,No,Grocery,Debit Card,1.0,5,244.63,Champions,4,5,5,Engagement Email & Product Recommendation
54157,69.5,Medium,8.0,3,No,Mobile Phone,Credit Card,7.0,1,229.38,Promising,2,1,5,Engagement Email & Product Recommendation
53853,69.43,Medium,9.0,3,No,Laptop & Accessory,Credit Card,1.0,7,251.93,Champions,4,5,5,Engagement Email & Product Recommendation
51852,69.33,Medium,17.0,1,No,Mobile Phone,Debit Card,1.0,1,167.68,Potential Loyalist,5,1,3,Engagement Email & Product Recommendation
51914,69.32,Medium,5.0,2,No,Mobile Phone,Debit Card,2.0,1,146.84,Potential Loyalist,4,1,2,Engagement Email & Product Recommendation
51178,69.25,Medium,1.0,4,Yes (Active Ticket),Mobile Phone,COD,1.0,5,178.85,Loyal Customers,5,5,3,Engagement Email & Product Recommendation
51171,69.19,Medium,10.0,5,No,Others,Debit Card,4.0,1,136.79,Potential Loyalist,3,1,2,Engagement Email & Product Recommendation
50580,69.16,Medium,3.0,5,No,Fashion,Credit Card,11.0,5,186.73,At Risk,1,5,3,Engagement Email & Product Recommendation
51607,69.15,Medium,1.0,5,No,Laptop & Accessory,Debit Card,6.0,4,202.62,At Risk,2,4,4,Engagement Email & Product Recommendation
55650,69.09,Medium,0.0,1,No,Grocery,E wallet,38.0,2,126.9,At Risk,1,3,1,Engagement Email & Product Recommendation
50395,69.05,Medium,4.0,3,No,Grocery,Debit Card,7.0,1,214.68,Promising,2,1,4,Engagement Email & Product Recommendation
53296,69.05,Medium,1.0,3,No,Fashion,UPI,7.0,4,236.84,At Risk,2,4,5,Engagement Email & Product Recommendation
54202,69.02,Medium,2.0,4,No,Others,Credit Card,3.0,2,178.16,Potential Loyalist,3,2,3,Engagement Email & Product Recommendation
52544,69.01,Medium,10.0,2,No,Fashion,Debit Card,1.0,1,99.7,Potential Loyalist,5,1,1,Engagement Email & Product Recommendation
51353,69.0,Medium,6.0,3,No,Mobile Phone,Debit Card,1.0,4,288.65,Champions,5,4,5,Engagement Email & Product Recommendation
54698,68.96,Medium,7.0,2,No,Laptop & Accessory,Credit Card,11.0,3,211.3,At Risk,1,4,4,Engagement Email & Product Recommendation
55496,68.91,Medium,4.0,4,Yes (Active Ticket),Mobile Phone,Credit Card,18.0,1,107.89,Hibernating,1,1,1,Engagement Email & Product Recommendation
55353,68.83,Medium,3.0,3,No,Mobile Phone,Debit Card,1.0,4,93.6,Loyal Customers,4,4,1,Engagement Email & Product Recommendation
51036,68.74,Medium,12.0,3,No,Mobile Phone,Credit Card,6.0,5,174.79,At Risk,2,5,3,Engagement Email & Product Recommendation
50547,68.73,Medium,1.0,3,No,Laptop & Accessory,E wallet,10.0,1,110.39,Hibernating,1,1,1,Engagement Email & Product Recommendation
51674,68.73,Medium,16.0,4,Yes (Active Ticket),Mobile Phone,Debit Card,2.0,3,218.13,Loyal Customers,4,3,5,Engagement Email & Product Recommendation
53128,68.73,Medium,1.0,5,No,Grocery,Credit Card,7.0,2,222.66,Need Attention,2,2,5,Engagement Email & Product Recommendation
52251,68.68,Medium,1.0,5,No,Mobile Phone,Debit Card,6.0,1,175.64,Promising,2,1,3,Engagement Email & Product Recommendation
50169,68.64,Medium,0.0,3,No,Mobile Phone,UPI,4.0,1,199.85,Potential Loyalist,3,1,4,Engagement Email & Product Recommendation
52627,68.61,Medium,1.0,3,No,Laptop & Accessory,Debit Card,3.0,1,224.49,Potential Loyalist,3,1,5,Engagement Email & Product Recommendation
55507,68.5,Medium,7.0,5,No,Laptop & Accessory,Debit Card,3.0,1,131.34,Potential Loyalist,3,1,1,Engagement Email & Product Recommendation
51744,68.49,Medium,0.0,3,No,Mobile Phone,Debit Card,5.0,3,126.25,At Risk,2,3,1,Engagement Email & Product Recommendation
52748,68.45,Medium,2.0,3,Yes (Active Ticket),Fashion,COD,1.0,1,206.0,Potential Loyalist,5,1,4,Engagement Email & Product Recommendation
50488,68.39,Medium,3.0,3,No,Fashion,Debit Card,0.0,5,225.3,Champions,5,5,5,Engagement Email & Product Recommendation
54679,68.35,Medium,11.0,3,Yes (Active Ticket),Laptop & Accessory,Debit Card,19.0,2,142.3,Hibernating,1,2,2,Engagement Email & Product Recommendation
54341,68.27,Medium,6.0,4,No,Laptop & Accessory,Debit Card,1.0,4,200.48,Champions,4,4,4,Engagement Email & Product Recommendation
55302,68.27,Medium,0.0,3,No,Laptop & Accessory,Debit Card,6.0,4,172.1,At Risk,2,4,3,Engagement Email & Product Recommendation
52713,68.23,Medium,4.0,2,No,Laptop & Accessory,Credit Card,0.0,4,200.49,Champions,5,4,4,Engagement Email & Product Recommendation
55082,68.2,Medium,1.0,4,No,Mobile Phone,Debit Card,4.0,3,122.87,Loyal Customers,3,4,1,Engagement Email & Product Recommendation
52786,67.84,Medium,3.0,2,No,Mobile Phone,Credit Card,4.0,2,169.54,Potential Loyalist,3,2,3,Engagement Email & Product Recommendation
52487,67.77,Medium,7.0,3,Yes (Active Ticket),Mobile Phone,Debit Card,1.0,3,128.3,Loyal Customers,5,3,1,Engagement Email & Product Recommendation
52017,67.66,Medium,4.0,4,No,Laptop & Accessory,Debit Card,7.0,3,161.21,At Risk,2,3,2,Engagement Email & Product Recommendation
50098,67.63,Medium,6.0,4,No,Laptop & Accessory,Debit Card,6.0,5,145.48,At Risk,2,5,2,Engagement Email & Product Recommendation
51838,67.62,Medium,4.0,3,No,Laptop & Accessory,Debit Card,5.0,6,242.73,At Risk,2,5,5,Engagement Email & Product Recommendation
52122,67.62,Medium,7.0,3,No,Mobile Phone,E wallet,0.0,2,213.01,Potential Loyalist,5,2,4,Engagement Email & Product Recommendation
53221,67.55,Medium,7.0,2,No,Fashion,UPI,1.0,4,140.61,Loyal Customers,5,4,2,Engagement Email & Product Recommendation
52276,67.52,Medium,9.0,2,Yes (Active Ticket),Mobile Phone,Credit Card,22.0,1,108.74,Hibernating,1,1,1,Engagement Email & Product Recommendation
52681,67.41,Medium,3.0,3,Yes (Active Ticket),Laptop & Accessory,Debit Card,8.0,4,160.29,At Risk,2,4,2,Engagement Email & Product Recommendation
52051,67.39,Medium,6.0,3,Yes (Active Ticket),Fashion,Debit Card,7.0,3,226.62,At Risk,2,3,5,Engagement Email & Product Recommendation
55210,67.29,Medium,2.0,3,Yes (Active Ticket),Others,Credit Card,5.0,5,99.41,At Risk,2,5,1,Engagement Email & Product Recommendation
53823,67.25,Medium,16.0,4,No,Others,Credit Card,2.0,2,123.39,Potential Loyalist,4,2,1,Engagement Email & Product Recommendation
55094,67.18,Medium,1.0,4,No,Fashion,Debit Card,2.0,6,167.86,Loyal Customers,4,5,3,Engagement Email & Product Recommendation
54938,67.07,Medium,8.0,3,No,Laptop & Accessory,Credit Card,2.0,3,97.04,Loyal Customers,4,4,1,Engagement Email & Product Recommendation
54053,67.06,Medium,17.0,5,No,Mobile Phone,Debit Card,2.0,6,230.81,Champions,4,5,5,Engagement Email & Product Recommendation
53895,66.97,Medium,13.0,1,No,Laptop & Accessory,E wallet,0.0,1,210.04,Potential Loyalist,5,1,4,Engagement Email & Product Recommendation
55174,66.77,Medium,0.0,5,Yes (Active Ticket),Others,Credit Card,17.0,4,190.17,At Risk,1,4,4,Engagement Email & Product Recommendation
51942,66.72,Medium,4.0,5,No,Fashion,Debit Card,1.0,3,186.09,Loyal Customers,5,3,3,Engagement Email & Product Recommendation
54415,66.72,Medium,5.0,1,No,Fashion,Debit Card,1.0,1,191.85,Potential Loyalist,4,1,4,Engagement Email & Product Recommendation
53290,66.64,Medium,2.0,2,Yes (Active Ticket),Laptop & Accessory,COD,6.0,3,98.97,At Risk,2,3,1,Engagement Email & Product Recommendation
53991,66.49,Medium,1.0,2,No,Laptop & Accessory,Debit Card,6.0,5,239.33,At Risk,2,5,5,Engagement Email & Product Recommendation
53405,66.47,Medium,14.0,2,No,Laptop & Accessory,Debit Card,1.0,5,104.33,Loyal Customers,5,5,1,Engagement Email & Product Recommendation
51959,66.39,Medium,10.0,1,No,Fashion,Credit Card,3.0,3,231.61,Loyal Customers,3,3,5,Engagement Email & Product Recommendation
51868,66.34,Medium,2.0,1,No,Mobile Phone,Debit Card,2.0,3,169.3,Loyal Customers,4,3,3,Engagement Email & Product Recommendation
54173,66.32,Medium,6.0,5,Yes (Active Ticket),Mobile Phone,Credit Card,8.0,2,163.6,Hibernating,1,2,2,Engagement Email & Product Recommendation
50477,66.31,Medium,1.0,2,No,Fashion,Debit Card,1.0,2,178.41,Potential Loyalist,5,2,3,Engagement Email & Product Recommendation
52479,66.17,Medium,1.0,3,No,Laptop & Accessory,E wallet,2.0,5,226.08,Champions,4,5,5,Engagement Email & Product Recommendation
50312,66.15,Medium,1.0,1,No,Fashion,E wallet,3.0,4,215.01,Loyal Customers,3,4,4,Engagement Email & Product Recommendation
54611,66.0,Medium,4.0,3,No,Laptop & Accessory,Debit Card,10.0,1,198.63,Promising,1,1,4,Engagement Email & Product Recommendation
52239,65.99,Medium,1.0,2,Yes (Active Ticket),Mobile Phone,Credit Card,14.0,5,140.04,At Risk,1,5,2,Engagement Email & Product Recommendation
50354,65.98,Medium,2.0,4,No,Mobile Phone,UPI,5.0,1,200.85,Promising,2,1,4,Engagement Email & Product Recommendation
51580,65.63,Medium,8.0,2,No,Grocery,COD,1.0,2,201.04,Potential Loyalist,5,2,4,Engagement Email & Product Recommendation
51697,65.5,Medium,0.0,4,Yes (Active Ticket),Mobile Phone,Credit Card,11.0,3,218.37,At Risk,1,3,5,Engagement Email & Product Recommendation
55655,65.38,Medium,1.0,5,Yes (Active Ticket),Fashion,Credit Card,9.0,4,83.26,At Risk,1,5,1,Engagement Email & Product Recommendation
52981,65.11,Medium,6.0,3,No,Laptop & Accessory,Credit Card,7.0,3,198.36,At Risk,2,3,4,Engagement Email & Product Recommendation
51531,65.09,Medium,4.0,3,No,Fashion,Debit Card,0.0,4,150.32,Loyal Customers,5,4,2,Engagement Email & Product Recommendation
54088,65.01,Medium,9.0,1,Yes (Active Ticket),Laptop & Accessory,Credit Card,5.0,4,165.29,At Risk,2,4,3,Engagement Email & Product Recommendation
54316,65.01,Medium,2.0,4,No,Laptop & Accessory,Credit Card,0.0,4,112.97,Loyal Customers,5,4,1,Engagement Email & Product Recommendation
51582,64.95,Medium,5.0,3,No,Mobile Phone,E wallet,7.0,1,224.16,Promising,2,1,5,Engagement Email & Product Recommendation
54022,64.82,Medium,3.0,2,Yes (Active Ticket),Laptop & Accessory,Debit Card,15.0,5,136.46,At Risk,1,5,2,Engagement Email & Product Recommendation
51765,64.73,Medium,2.0,1,No,Mobile Phone,Credit Card,8.0,2,84.08,Hibernating,2,2,1,Engagement Email & Product Recommendation
53401,64.73,Medium,1.0,3,Yes (Active Ticket),Laptop & Accessory,E wallet,6.0,4,240.25,At Risk,2,4,5,Engagement Email & Product Recommendation
52811,64.59,Medium,3.0,5,Yes (Active Ticket),Others,UPI,16.0,3,125.37,At Risk,1,3,1,Engagement Email & Product Recommendation
52997,64.25,Medium,2.0,3,Yes (Active Ticket),Others,Debit Card,14.0,3,97.79,At Risk,1,3,1,Engagement Email & Product Recommendation
54710,64.23,Medium,10.0,4,Yes (Active Ticket),Others,Credit Card,17.0,2,134.03,Hibernating,1,2,1,Engagement Email & Product Recommendation
53688,64.11,Medium,5.0,1,Yes (Active Ticket),Others,Credit Card,13.0,2,179.3,Need Attention,1,2,3,Engagement Email & Product Recommendation
53413,64.08,Medium,0.0,2,Yes (Active Ticket),Mobile Phone,Debit Card,3.0,2,157.16,Potential Loyalist,3,2,2,Engagement Email & Product Recommendation
54659,64.01,Medium,2.0,3,Yes (Active Ticket),Laptop & Accessory,Debit Card,7.0,2,78.85,Hibernating,2,2,1,Engagement Email & Product Recommendation
50062,63.92,Medium,3.0,1,Yes (Active Ticket),Laptop & Accessory,COD,13.0,6,176.93,At Risk,1,5,3,Engagement Email & Product Recommendation
53012,63.92,Medium,3.0,2,No,Laptop & Accessory,Credit Card,9.0,4,153.62,At Risk,1,4,2,Engagement Email & Product Recommendation
50285,63.84,Medium,9.0,3,Yes (Active Ticket),Mobile Phone,UPI,7.0,3,189.07,At Risk,2,3,4,Engagement Email & Product Recommendation
51566,63.83,Medium,6.0,1,Yes (Active Ticket),Mobile Phone,Credit Card,3.0,1,140.97,Potential Loyalist,3,1,2,Engagement Email & Product Recommendation
54041,63.75,Medium,20.0,3,No,Fashion,Debit Card,2.0,1,143.13,Potential Loyalist,4,1,2,Engagement Email & Product Recommendation
55663,63.75,Medium,1.0,3,Yes (Active Ticket),Grocery,E wallet,13.0,4,199.53,At Risk,1,5,4,Engagement Email & Product Recommendation
52344,63.7,Medium,4.0,5,No,Mobile Phone,Debit Card,0.0,4,120.04,Loyal Customers,5,4,1,Engagement Email & Product Recommendation
52330,63.65,Medium,1.0,1,Yes (Active Ticket),Mobile Phone,E wallet,8.0,4,37.95,At Risk,2,4,1,Engagement Email & Product Recommendation
54007,63.53,Medium,4.0,5,Yes (Active Ticket),Fashion,Credit Card,5.0,3,179.49,At Risk,2,3,3,Engagement Email & Product Recommendation
53014,63.51,Medium,4.0,3,Yes (Active Ticket),Fashion,Credit Card,8.0,1,147.96,Hibernating,2,1,2,Engagement Email & Product Recommendation
53892,63.5,Medium,8.0,3,Yes (Active Ticket),Laptop & Accessory,Credit Card,1.0,2,130.14,Potential Loyalist,4,2,1,Engagement Email & Product Recommendation
52213,63.46,Medium,0.0,3,No,Fashion,Debit Card,2.0,4,190.66,Champions,4,4,4,Engagement Email & Product Recommendation
55657,63.4,Medium,2.0,2,No,Fashion,UPI,15.0,1,127.67,Hibernating,1,1,1,Engagement Email & Product Recommendation
50411,63.34,Medium,4.0,2,No,Laptop & Accessory,Credit Card,4.0,3,180.83,Loyal Customers,3,3,3,Engagement Email & Product Recommendation
51337,63.34,Medium,2.0,4,No,Mobile Phone,Credit Card,2.0,5,206.32,Champions,4,5,4,Engagement Email & Product Recommendation
53992,63.14,Medium,2.0,1,No,Mobile Phone,Credit Card,1.0,5,112.14,Loyal Customers,4,5,1,Engagement Email & Product Recommendation
54447,63.0,Medium,2.0,3,No,Mobile Phone,Debit Card,4.0,4,262.42,Loyal Customers,3,4,5,Engagement Email & Product Recommendation
51671,62.98,Medium,5.0,2,No,Laptop & Accessory,Credit Card,4.0,1,183.44,Potential Loyalist,3,1,3,Engagement Email & Product Recommendation
52633,62.97,Medium,0.0,5,Yes (Active Ticket),Grocery,Debit Card,6.0,3,232.27,At Risk,2,3,5,Engagement Email & Product Recommendation
55071,62.9,Medium,8.0,2,No,Fashion,Credit Card,2.0,3,191.61,Champions,4,4,4,Engagement Email & Product Recommendation
52478,62.82,Medium,16.0,2,No,Laptop & Accessory,Credit Card,2.0,2,176.22,Potential Loyalist,4,2,3,Engagement Email & Product Recommendation
55397,62.73,Medium,1.0,3,Yes (Active Ticket),Laptop & Accessory,Debit Card,4.0,1,197.05,Potential Loyalist,3,1,4,Engagement Email & Product Recommendation
54025,62.7,Medium,11.0,1,Yes (Active Ticket),Others,Credit Card,3.0,2,189.88,Potential Loyalist,3,2,4,Engagement Email & Product Recommendation
50630,62.57,Medium,3.0,2,Yes (Active Ticket),Fashion,Debit Card,6.0,3,182.29,At Risk,2,3,3,Engagement Email & Product Recommendation
54797,62.54,Medium,2.0,2,Yes (Active Ticket),Grocery,Credit Card,3.0,2,107.62,Potential Loyalist,3,2,1,Engagement Email & Product Recommendation
55632,62.54,Medium,1.0,1,Yes (Active Ticket),Laptop & Accessory,UPI,6.0,4,110.02,At Risk,2,5,1,Engagement Email & Product Recommendation
54161,62.53,Medium,7.0,3,No,Mobile Phone,UPI,2.0,3,174.67,Loyal Customers,4,3,3,Engagement Email & Product Recommendation
54012,62.43,Medium,5.0,2,No,Laptop & Accessory,Debit Card,1.0,5,206.64,Champions,4,5,4,Engagement Email & Product Recommendation
52388,62.4,Medium,9.0,3,No,Laptop & Accessory,Credit Card,21.0,2,186.16,Need Attention,1,2,3,Engagement Email & Product Recommendation
55653,62.39,Medium,0.0,1,Yes (Active Ticket),Laptop & Accessory,COD,24.0,2,281.1,At Risk,1,3,5,Engagement Email & Product Recommendation
